SpectrumType,PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1
0,-0.012451789,-1.0507439,-0.012779186,-1.1518216,-0.08223586,-0.2659135,-0.012826997,-1.3810825,-0.042115573,0.04349347,-0.1955465,-0.21060309,-0.079082526,-0.78566504,BCU
0,-0.012448722,-0.81669223,-0.012776545,-0.4355785,-1.3613833,-0.3400236,-0.012823868,-0.18214552,-1.0195048,0.04349347,-0.43981433,-0.20275244,-0.08273759,-0.78566504,BLL
1,-0.0122364275,-0.03518559,-0.012471844,-0.23974371,-0.11516485,0.032749545,-0.01251083,-0.10290562,-0.46472818,0.04349347,0.035629906,-0.09537126,-0.043481965,1.1479357,BCU
0,-0.012425541,-0.36141032,-0.012745111,-0.25712845,-0.7269856,-0.32187474,-0.012790678,-0.15612826,-0.72393394,0.04349347,-0.32363853,-0.15354612,-0.077801034,-0.31632996,BLL
0,-0.011570945,1.8572916,-0.011306298,1.7928299,0.45542884,-0.13836838,-0.011302722,1.688092,0.2546653,0.04349347,-0.1499865,-0.13829145,-0.07835542,-0.35025087,FSRQ
1,-0.012188279,0.38275534,-0.012383895,-0.2207137,0.7015647,0.052845016,-0.012410617,-0.26921484,0.41457054,0.04349347,0.12100662,-0.13801625,-0.079400904,-0.78566504,BCU
0,-0.01243704,-0.4063312,-0.012761265,-0.18938401,-1.0064316,-0.4636594,-0.012808334,0.065301284,-0.96939075,0.04349347,-0.43981433,-0.14083897,-0.06984263,0.7318604,BLL
0,-0.012415898,0.5129663,-0.012729607,0.3877293,-0.43312266,-0.3455842,-0.0127722025,0.14907059,-0.1738542,0.04349347,-0.2960734,-0.19872305,-0.08118242,-0.78566504,BCU
0,-0.012354343,0.4625825,-0.012625335,0.467808,-0.24242835,-0.1848873,-0.012666729,0.39808252,-0.3253181,0.04349347,-0.1788162,-0.14217377,-0.070610374,1.1696266,FSRQ
0,-0.012300737,1.0970975,-0.012577617,0.48756135,-0.32332605,-0.39521632,-0.012614194,-0.20104797,0.12411518,0.04349347,-0.20454332,-0.15572686,-0.06696264,1.2081915,BCU
1,-0.01139528,0.46592677,-0.011298764,0.49378103,-0.3817883,0.255276,-0.011296353,0.56527984,-0.5834857,0.04349347,0.1835195,0.20777604,0.10589171,1.3621885,FSRQ
1,-0.012253272,-0.39170158,-0.012485331,-0.9213371,0.46356666,0.42497933,-0.012530468,-0.657396,-0.25288188,0.04349347,0.39745075,-0.058103707,-0.0034180672,1.2690071,BCU
1,-0.011705592,0.38986745,-0.011676753,0.24704577,0.0033653209,0.46162623,-0.0116983075,0.3072222,-0.3473469,0.04349347,0.4197184,0.16762088,0.28496748,3.4170496,BCU
2,-0.012110087,-0.7670805,-0.012104605,-1.2782328,2.833322,2.078299,-0.012126666,-1.3052558,1.8735842,0.04349347,2.0767102,0.063811004,-0.08022274,-0.78566504,NoAGN
0,-0.012432047,-0.7154173,-0.012750546,-0.7560821,-0.22905679,-0.15868366,-0.012796303,-0.79561585,-0.28820437,0.04349347,-0.09206528,-0.17723212,-0.08226036,-0.78566504,BCU
1,-0.012448256,-0.8856694,-0.012772011,-0.8759081,0.8215561,-0.08295535,-0.012819157,-1.0453625,0.82311714,0.04349347,-0.07233714,-0.23377186,-0.075030245,-0.31261083,BCU
1,-0.007743744,0.46857405,-0.0061974823,0.20329465,-0.23777406,0.5521436,-0.0061115655,0.37100932,-0.5731369,0.04349347,0.5247611,0.3730722,1.1125623,3.665505,FSRQ
1,-0.012379902,-0.99258107,-0.012676144,-1.2607522,-0.036317673,0.14035799,-0.012722679,-1.0301113,-0.50236607,0.04349347,0.15054919,-0.13855948,-0.06502756,0.45140237,BCU
1,-0.011839303,-0.56593174,-0.011982057,-0.5295061,-0.7141278,0.037617333,-0.011999411,-0.2975469,-0.8370349,0.04349347,0.08070877,0.16971833,-0.06838452,-0.3249295,BLL
0,-0.012451155,-0.84913296,-0.012778842,-0.6154015,-0.8821707,-0.42569745,-0.012826488,-0.768434,-0.6000594,0.04349347,-0.41134763,-0.21626891,-0.07739798,-0.78566504,NoAGN
1,-0.01236741,0.5376018,-0.012643856,0.6307697,0.4945087,-0.033546053,-0.012682237,0.4864439,0.4394919,0.04349347,-0.025670888,-0.17419212,-0.055375054,2.0102167,BCU
1,-0.012429192,-1.4028244,-0.012747501,-1.5086858,-0.2904652,-0.08156821,-0.012794756,-1.3429582,-0.5950843,0.04349347,-0.03156194,-0.2024041,-0.071133114,0.49386647,BCU
1,-0.011390041,-0.4817188,-0.011316426,-0.55259156,-0.45024303,0.4133402,-0.0113420375,-0.32847315,-0.7328084,0.04349347,0.37446696,0.2195116,-0.0626627,-0.1979822,BLL
0,-0.012451471,-1.2456605,-0.012778104,-1.2469376,0.2338358,-0.16226192,-0.012826009,-1.364845,-0.013316058,0.04349347,-0.16608404,-0.22822583,-0.07989144,-0.78566504,BLL
1,-0.011691671,-0.6945686,-0.011747649,-0.79852945,-0.40797365,0.47215754,-0.011765153,-0.59778666,-0.6671802,0.04349347,0.56135195,0.22730038,-0.035078526,0.06982103,BLL
0,-0.012442362,-0.77586156,-0.012768314,-0.46794546,-1.0923268,-0.4636594,-0.012814952,-0.34907913,-0.89382124,0.04349347,-0.43981433,-0.17021513,-0.076753356,-0.035056897,BLL
0,-0.0124504035,-0.69264275,-0.012776431,-0.7965104,0.77094865,-0.14528291,-0.012823799,-1.0665916,1.2013648,0.04349347,-0.08010219,-0.21684411,-0.08148034,-0.78566504,BCU
1,-0.012450602,-1.3196,-0.012776589,-1.3233559,0.47941563,-0.03838621,-0.012824652,-1.2922884,-0.009427816,0.04349347,-0.06402967,-0.22380883,-0.07179786,0.91232663,BLL
1,-0.011680189,-0.49005026,-0.011784753,-0.36620864,-0.8244386,-0.085295804,-0.011795292,-0.1123747,-0.9062653,0.04349347,-0.17635652,0.21619606,-0.06637085,-0.29995286,BLL
0,-0.012381979,0.054013744,-0.012692131,0.17072909,-1.0020595,-0.4636594,-0.012734677,0.36865628,-0.92962784,0.04349347,-0.43981433,-0.14962998,-0.07472168,0.09831529,FSRQ
0,-0.012423264,-0.13806309,-0.012737555,-0.28476337,-0.13347346,-0.21743698,-0.012784345,-0.17275785,-0.44058174,0.04349347,-0.24222218,-0.183645,-0.08039342,-0.78566504,OtroAGN
1,-0.0122942235,-0.601987,-0.012562934,-0.7232898,-0.36833727,-0.06470136,-0.012602,-0.6097459,-0.54277354,0.04349347,-0.04600203,-0.13244186,-0.07419634,-0.056595594,BLL
0,-0.012446415,-1.2747463,-0.012772239,-1.1313828,-0.62800735,-0.28548333,-0.012819345,-1.1623605,-0.56314206,0.04349347,-0.15994051,-0.1848415,-0.073338196,0.47250107,BLL
0,-0.012449132,-1.077427,-0.012774944,-1.0653384,-0.003907398,-0.16655715,-0.012822656,-1.0918996,-0.16683,0.04349347,-0.15451963,-0.20992039,-0.07002554,0.9032906,BCU
1,-0.012234102,0.5761345,-0.012360171,0.5204498,1.4106941,0.36913404,-0.0123853,0.28607944,1.1377639,0.04349347,0.3842171,-0.112846345,-0.06692428,0.9156654,BCU
1,-0.012344728,-0.3811417,-0.012630185,-0.56949455,-0.25932097,-0.055356745,-0.01267367,-0.42678678,-0.5455957,0.04349347,-0.027954701,-0.14865263,-0.062753744,0.8963843,BLL
0,-0.012442636,-0.09655522,-0.012767862,-0.048753697,-0.80632955,-0.42671964,-0.012814379,-0.07929649,-0.5886829,0.04349347,-0.43981433,-0.20614868,-0.08069117,-0.78566504,BLL
0,-0.012439587,-1.1686991,-0.012763698,-0.9173342,-0.8373272,-0.33190122,-0.012810507,-0.77944064,-0.8120994,0.04349347,-0.25313124,-0.14557561,-0.053185582,1.1430713,BLL
0,-0.012184902,0.9050879,-0.012400879,0.6019605,-0.19126612,-0.17158224,-0.012424049,0.61999995,-0.28019422,0.04349347,-0.11996223,-0.08952289,-0.07459064,-0.061083574,BCU
0,-0.012422575,-0.70156056,-0.012740226,-0.529246,-0.697975,-0.26617998,-0.012785879,-0.43066642,-0.72403353,0.04349347,-0.23906933,-0.16006468,-0.08149633,-0.78566504,BLL
2,-0.011947488,0.23276721,-0.011797249,-0.3871972,2.8713984,1.3212771,-0.01179512,-0.48794687,2.165431,0.04349347,1.3596826,0.06855,-0.081894055,-0.78566504,NoAGN
0,-0.012433533,-1.3871903,-0.012754615,-1.1881521,-0.64998126,-0.1992856,-0.012801059,-1.0785462,-0.70818937,0.04349347,-0.08538491,-0.13987914,-0.07757712,-0.37814486,BCU
0,-0.012452587,-1.1725839,-0.01278093,-0.7149478,-1.2901783,-0.42721418,-0.012828645,-0.8302407,-0.8022916,0.04349347,-0.43981433,-0.2279585,-0.07778079,-0.78566504,BLL
0,-0.012323409,-0.96977097,-0.0126128895,-0.70976955,-0.87596726,-0.22981493,-0.012653933,-0.48594677,-0.9076538,0.04349347,-0.27482152,-0.018632594,-0.06511946,0.022629933,FSRQ
1,-0.012243122,0.93164134,-0.012383581,0.55343884,1.503564,0.036835063,-0.012397914,0.20891012,1.5883294,0.04349347,0.09694793,-0.18503705,-0.063732326,2.1222076,BCU
1,-0.0123993205,-1.1263031,-0.012698522,-1.4845166,0.34082863,0.45668325,-0.012745738,-1.3038237,-0.24895264,0.04349347,0.49159294,-0.10043604,-0.06449505,0.1978163,BLL
0,-0.012208548,0.5354579,-0.012436442,0.4648308,-0.35072055,-0.14634612,-0.012473055,0.54602724,-0.55951124,0.04349347,-0.17883271,-0.10300654,-0.06417266,0.8798668,BCU
0,-0.012443366,-1.3452352,-0.012767477,-1.1748184,-0.49892586,-0.18181059,-0.012814848,-1.074763,-0.62148136,0.04349347,-0.14052065,-0.17500645,-0.07391923,0.28031132,BCU
1,-0.012449503,-0.72107226,-0.012774068,-0.78612953,1.1272293,-0.022919325,-0.012821357,-1.0455161,1.1751829,0.04349347,0.026733398,-0.23061952,-0.073762126,1.1231403,BCU
0,-0.01229277,1.015091,-0.012589175,1.0225335,-1.2345355,-0.4098322,-0.012614975,1.1025196,-0.9044262,0.04349347,-0.43981433,-0.099249385,-0.055164363,1.3586376,BCU
1,-0.0110064745,0.7030422,-0.010730798,0.4490708,-0.22355835,0.083883025,-0.010751858,0.6042835,-0.5899437,0.04349347,0.025282972,-0.0044748355,-0.026062103,1.0817144,FSRQ
1,-0.009111206,1.6631372,-0.00800132,1.257174,-0.22267336,-0.014688506,-0.007954686,1.3844764,-0.5417849,0.04349347,-0.062530115,0.054480355,0.06136533,2.3025374,FSRQ
1,-0.012175252,-1.5068153,-0.012426395,-1.2457675,-0.8722304,-0.038726833,-0.012459838,-0.9564615,-0.9226787,0.04349347,-0.03142996,0.20792976,-0.063645385,-0.28579047,BLL
0,-0.012442974,-0.5003676,-0.012768296,-0.25447607,-0.9111587,-0.41057804,-0.012815602,-0.11792688,-0.86883503,0.04349347,-0.43981433,-0.19007114,-0.078527026,-0.78566504,BCU
0,-0.012434248,-0.60032433,-0.012756835,-0.39401463,-0.85940653,-0.3744122,-0.012803303,-0.2577873,-0.8241967,0.04349347,-0.43981433,-0.1768765,-0.077599145,-0.019874994,BLL
1,-0.012447101,-0.49289432,-0.012770266,-0.80580723,1.1876742,-0.123311,-0.012817204,-1.0621433,1.2418057,0.04349347,-0.06615319,-0.23570552,-0.077744834,-0.78566504,BCU
0,-0.012264616,0.7781137,-0.012526655,0.64248127,-0.5434734,-0.28548968,-0.012556063,0.66332823,-0.5010685,0.04349347,-0.2514247,-0.1298185,-0.06180073,1.4182885,FSRQ
0,-0.0124351755,-0.83925027,-0.012760446,-0.447702,-1.2509087,-0.3478846,-0.01280579,-0.30729157,-0.9571694,0.04349347,-0.43981433,-0.14157532,-0.07192066,0.18436424,BLL
0,-0.01244327,-0.47997713,-0.012766346,-0.418714,-0.2506772,-0.25417033,-0.01281434,-0.31178528,-0.5520092,0.04349347,-0.330093,-0.20195603,-0.081558086,-0.78566504,BCU
1,-0.012410083,-0.12582709,-0.012710159,-0.64960754,0.74946576,0.026399786,-0.012755635,-0.68570215,0.28046432,0.04349347,0.062232208,-0.1861267,-0.079028405,-0.78566504,BCU
1,-0.011825415,-0.32477582,-0.011899459,-0.3561148,-0.32090345,0.3303907,-0.01192158,-0.21798134,-0.5774249,0.04349347,0.29925683,0.11246609,-0.014271199,0.6156297,BLL
0,-0.012427798,-0.18157658,-0.012746769,-0.12664838,-0.5705839,-0.2581643,-0.012792641,-0.058318462,-0.6122083,0.04349347,-0.25054806,-0.15143389,-0.07007157,0.6502616,BCU
0,-0.012436201,-0.2520995,-0.012760517,-0.07100117,-1.0422695,-0.4636594,-0.012806985,0.14077333,-0.9401896,0.04349347,-0.43981433,-0.19546361,-0.08055219,-0.78566504,BCU
0,-0.0112426,1.729622,-0.011228607,1.5243603,-0.87392145,-0.41575843,-0.011188226,1.6919143,-0.8662945,0.04349347,-0.43981433,-0.107466154,-0.06916785,0.67223203,BCU
1,0.002396269,-0.24138235,0.0075658294,-0.34683654,-0.44511312,1.7541006,0.007981346,-0.15188254,-0.6980842,0.04349347,1.7683089,2.0164514,1.9898878,1.5241187,FSRQ
1,-0.00967467,1.5903329,-0.008797747,1.1065345,-0.02328715,-0.040792994,-0.008675009,1.1299831,-0.26704925,0.04349347,0.012926805,-0.0104446225,-0.07158726,-0.004563356,FSRQ
0,-0.011898679,1.0888253,-0.012008062,0.8161942,-0.35401455,-0.15583251,-0.012009218,0.8396683,-0.45068893,0.04349347,-0.104520954,-0.066274926,-0.0611968,0.73641586,FSRQ
1,-0.012414734,-0.039999697,-0.012717727,-0.14887792,0.36761394,-0.13168453,-0.01275633,-0.23841573,1.0164005,0.04349347,-0.12974519,-0.20927134,-0.074933134,0.71629333,BLL
0,-0.012334212,0.6443444,-0.012616449,0.57062757,-0.47580814,-0.24003974,-0.012656612,0.6426677,-0.60080576,0.04349347,-0.26836258,-0.11322848,-0.08140413,-0.78566504,NoAGN
1,-0.011133496,-0.0759617,-0.010963299,-0.2806592,-0.28109542,0.52300465,-0.010957053,-0.12343334,-0.56506294,0.04349347,0.60522985,0.27983564,0.22023115,1.4168034,FSRQ
0,-0.012446691,-1.3390619,-0.0127734495,-0.92809755,-1.0722746,-0.4636594,-0.012820986,-0.6935895,-0.9577306,0.04349347,-0.43981433,-0.19504587,-0.07102397,0.61459756,BLL
1,-0.01131165,-1.3754095,-0.01133342,-1.0983242,-0.91378653,0.019732468,-0.011311117,-0.85073245,-0.9207992,0.04349347,0.16553472,0.7634299,0.1065226,0.27554315,BLL
0,-0.012451889,-0.8496347,-0.012780184,-0.5366695,-1.30414,-0.3836471,-0.012828004,-0.17453155,-1.0377132,0.04349347,-0.43981433,-0.21612963,-0.07379319,1.0641929,BCU
0,-0.012452715,-0.93559253,-0.012780759,-0.9095519,-0.67939293,-0.4636594,-0.012828703,-0.8883344,-0.6189191,0.04349347,-0.43981433,-0.22262919,-0.080274165,-0.78566504,BCU
0,-0.012412418,0.6218029,-0.012725721,0.59617,-0.5832659,-0.336442,-0.012769495,0.60349685,-0.5243678,0.04349347,-0.42310554,-0.17465582,-0.081706986,-0.78566504,BCU
1,-0.011989717,-1.2027124,-0.012163872,-1.1437001,-0.6003184,0.46229166,-0.012193133,-0.8974907,-0.7959907,0.04349347,0.5059417,0.35644346,-0.072703,-0.52078533,BLL
1,-0.011125153,-0.67752635,-0.010943915,-0.60423774,-0.45526847,0.8930663,-0.010940841,-0.42052314,-0.70612794,0.04349347,0.81868464,0.61034375,0.204244,0.73874265,BLL
0,-0.012412986,0.7345655,-0.012734219,0.92610794,-1.3301419,-0.42498437,-0.012771156,-0.2958183,0.014136326,0.04349347,-0.28626683,-0.1621485,-0.07979601,-0.78566504,BCU
0,-0.012437624,-1.3766268,-0.012763162,-0.8920925,-1.2202353,-0.36029392,-0.0128090605,-0.71688735,-0.966055,0.04349347,-0.43981433,-0.14534797,-0.08154113,-0.78566504,BLL
0,-0.012330178,0.9684631,-0.01260308,0.6506922,-0.20661671,-0.30994165,-0.012638324,0.61844045,-0.22745375,0.04349347,-0.28918839,-0.18990137,-0.07576725,0.05454675,BLL
0,-0.012314986,0.86049575,-0.012611183,0.84361446,-1.0683937,-0.4636594,-0.012644629,1.0028504,-0.9052134,0.04349347,-0.43981433,-0.17259856,-0.07183012,1.1260353,BCU
0,-0.012442392,-0.65086937,-0.012768583,-0.36343452,-1.1631912,-0.4636594,-0.012815441,-0.13246588,-0.97451705,0.04349347,-0.43981433,-0.19884923,-0.072890244,0.89716965,BCU
0,-0.012445981,-0.891337,-0.012773435,-0.41243854,-1.3794165,-0.3142029,-0.012820191,-0.27486908,-0.9955579,0.04349347,-0.43981433,-0.16369916,-0.07606221,0.10009651,BLL
0,-0.012429574,-0.41395223,-0.012751806,-0.21530832,-0.99798656,-0.4636594,-0.012796817,-0.14927337,-0.81547666,0.04349347,-0.3975945,-0.15309499,-0.071635224,0.2420152,BLL
0,-7.2080504e-05,3.222068,0.0048910202,2.4921618,0.1107406,-0.2743782,0.006059099,2.5314896,0.09742419,0.04349347,-0.2963611,-0.1343252,-0.078376696,-0.3285084,FSRQ
1,-0.012449627,-1.7794182,-0.012775132,-1.9767417,0.43712482,-0.016937222,-0.01282188,-2.4000363,1.1217532,0.04349347,-0.004086223,-0.23442905,-0.07835801,-0.78566504,BCU
1,-0.012090086,-0.68732285,-0.012312405,-0.60355157,-0.7750064,-0.14078963,-0.012340196,-0.3867375,-0.8507015,0.04349347,-0.08616711,0.052157845,-0.046280395,0.34569055,BLL
0,-0.012453733,-1.8329594,-0.0127818575,-1.5549589,0.38601932,-0.14782783,-0.012829946,-1.7126575,0.15939423,0.04349347,-0.15805934,-0.23748353,-0.08087831,-0.78566504,BCU
0,-0.012449468,-1.1721896,-0.012775795,-0.93877953,-0.32375917,-0.20291437,-0.012823712,-0.8777251,-0.5365249,0.04349347,-0.23221757,-0.20496991,-0.08175148,-0.78566504,BLL
1,-0.012414544,0.1888033,-0.012716059,-0.13885133,0.6215691,-0.11174405,-0.012758797,-0.3329299,0.62280923,0.04349347,-0.069967054,-0.20417635,-0.07546324,0.85639393,BCU
1,-0.011234562,-0.25586814,-0.0112205595,-0.15653591,-0.86215585,-0.05109458,-0.011191276,0.050298814,-0.8825581,0.04349347,0.007768121,0.52404785,0.0325786,0.30288696,BLL
0,-0.012425102,0.10058149,-0.0127413,0.13212323,-0.42401165,-0.2717402,-0.01278716,0.13629651,-0.5201442,0.04349347,-0.3041919,-0.18985151,-0.08226738,-0.78566504,FSRQ
0,-0.012443461,-0.6105919,-0.012765662,-0.46590683,0.14158167,-0.15630208,-0.012813358,-0.44654948,-0.1745013,0.04349347,-0.20589724,-0.20104316,-0.07798268,-0.02289887,BCU
1,-0.012248813,1.1565999,-0.01241441,1.5756246,1.1042627,0.10329714,-0.0124291405,1.3421377,1.3178519,0.04349347,0.11091883,-0.1292735,-0.08450767,-0.78566504,NoAGN
0,-0.012438822,-0.78259677,-0.012761769,-0.6708514,-0.6204498,-0.2813682,-0.012809257,-0.48877984,-0.77663827,0.04349347,-0.3382765,-0.1775554,-0.07858455,-0.5292996,BLL
1,-0.012014442,-0.8016983,-0.012202864,-0.76428056,-0.6555469,0.15050614,-0.012231941,-0.52911943,-0.81681734,0.04349347,0.19059399,0.14704654,-0.053512655,-0.03367791,BLL
1,-0.012273709,-1.5161234,-0.012543681,-1.3899426,-0.6702835,0.10462116,-0.012583886,-1.1534066,-0.82319134,0.04349347,0.20614909,0.01579998,-0.01170888,0.6765668,BLL
0,-0.012438903,-0.20351665,-0.012758522,-1.1242979,1.0064294,-0.1962228,-0.012804691,-1.5733213,1.2657074,0.04349347,-0.10752644,-0.21359397,-0.08023179,-0.78566504,BCU
0,-0.01199588,0.8528083,-0.012157752,0.895128,-0.54221094,-0.16995774,-0.012173606,0.9695454,-0.6025915,0.04349347,-0.25387296,0.056646638,-0.0040428396,1.9746897,BCU
1,-0.0124257505,-1.170265,-0.012739509,-1.3472736,0.043191493,0.050353408,-0.012787483,-1.1745172,-0.44276875,0.04349347,0.038862985,-0.1977977,-0.080078214,-0.78566504,BLL
0,-0.012452465,-1.6694412,-0.012780296,-1.1614238,-0.47168085,-0.33962318,-0.0128285885,-1.0112649,-0.9172307,0.04349347,-0.43981433,-0.2309679,-0.079850815,-0.78566504,BCU
0,-0.012446484,-0.92156035,-0.012771606,-0.9214518,-0.21519557,-0.18476348,-0.012818817,-0.9799344,-0.25300235,0.04349347,-0.111822255,-0.17998196,-0.08024777,-0.78566504,BLL
1,-0.011856864,-0.64840937,-0.011976452,-0.72769475,-0.4652034,0.21444002,-0.011998502,-0.5124375,-0.70410883,0.04349347,0.24930324,0.124535486,-0.067438,-0.25315452,BLL
1,-0.00690589,-0.6595959,-0.0053977543,-0.65514874,-0.60685617,1.1416354,-0.005225903,-0.4313873,-0.7895833,0.04349347,1.228974,1.4576764,0.064258054,-0.12748767,BLL
0,-0.012420948,-0.39362898,-0.012737491,-0.26703265,-0.6009532,-0.23784767,-0.012783635,-0.15097314,-0.7198109,0.04349347,-0.27514917,-0.15040961,-0.07390098,0.5135593,BLL
0,-0.01244597,-0.52321243,-0.0127711035,-0.46526358,-0.38925603,-0.28080988,-0.012818467,-0.4674088,-0.45659825,0.04349347,-0.28947303,-0.20872942,-0.06753805,1.5467628,BLL
0,-0.012441085,0.19086106,-0.012764742,0.4133102,-0.6006657,-0.329784,-0.012811291,0.38898796,-0.45576882,0.04349347,-0.3744703,-0.19137867,-0.074324496,0.2839023,FSRQ
1,-0.012419675,-0.66433734,-0.012729714,-0.83349663,0.25506106,0.015672471,-0.012775395,-0.82200515,-0.036833048,0.04349347,0.0446226,-0.19405703,-0.08042431,-0.78566504,BLL
0,-0.012450371,-1.6293025,-0.01277727,-1.4600339,-0.4599401,-0.2578472,-0.012825107,-1.3903164,-0.57963413,0.04349347,-0.20873292,-0.2119661,-0.08404348,-0.78566504,BLL
0,-0.01244884,-0.9019032,-0.012774991,-0.9572022,-0.21644762,-0.26344082,-0.012823124,-0.7184844,-0.6514731,0.04349347,-0.39150316,-0.21056284,-0.07681472,-0.06334958,BLL
1,-0.012084093,1.2485499,-0.01215417,1.3921664,0.6318362,0.036845226,-0.012167475,1.2733507,0.5347595,0.04349347,0.012658721,-0.07793705,-0.08185463,-0.78566504,NoAGN
0,-0.012453899,-2.3169687,-0.012782199,-1.928641,0.21360663,-0.1532998,-0.012830297,-2.0708392,0.027553977,0.04349347,-0.16243587,-0.23779106,-0.079610884,-0.78566504,BCU
0,-0.012376729,-0.3297693,-0.012678526,-0.19905694,-0.68874204,-0.2173774,-0.012723056,-0.03383877,-0.8075693,0.04349347,-0.26969305,-0.09923351,-0.07273622,0.066310875,BLL
0,-0.01245195,-1.2177608,-0.012780027,-0.82252824,-1.034942,-0.4636594,-0.012827961,-0.62423766,-0.93222976,0.04349347,-0.43981433,-0.22755153,-0.078008026,-0.78566504,BCU
1,-0.012040432,1.628321,-0.012107443,1.1008433,0.60007924,-0.0704501,-0.0121071795,0.81305915,0.56652504,0.04349347,-0.01996316,-0.14197572,-0.06650113,1.3829526,BCU
0,-0.012433949,-0.65883964,-0.0127578685,-0.37195936,-1.0956624,-0.4636594,-0.012803509,-0.26130086,-0.8941398,0.04349347,-0.43981433,-0.1734883,-0.07961711,-0.78566504,BLL
0,-0.012389981,0.098873,-0.012703531,0.23209304,-1.074041,-0.4636594,-0.012744913,0.4015967,-0.914615,0.04349347,-0.43981433,-0.14267464,-0.08108303,-0.78566504,BLL
0,-0.012382437,0.48353478,-0.012700957,0.6256136,-1.3733778,-0.3507776,-0.012737583,0.7983467,-0.9964344,0.04349347,-0.43981433,-0.17609084,-0.06648572,1.6265972,BCU
1,-0.011280041,-0.7237614,-0.011195697,-0.77852726,-0.47473925,0.86660033,-0.011202965,-0.53520554,-0.7400587,0.04349347,0.84373504,1.0202878,-0.081285104,-0.78566504,NoAGN
0,-0.012449202,-0.21581192,-0.012775882,-0.087592766,-0.6784207,-0.3803293,-0.012822865,-0.45853347,-0.23243332,0.04349347,-0.38945296,-0.21897875,-0.07804937,-0.78566504,BCU
0,-0.012452918,-1.3277185,-0.012781053,-1.370419,-0.59319484,-0.4636594,-0.012829074,-1.9770076,-0.2053343,0.04349347,-0.35760364,-0.2348501,-0.08146137,-0.78566504,BCU
0,-0.012452534,-1.6603773,-0.012780268,-1.4864304,-0.31370777,-0.22322273,-0.012828411,-1.3188499,-0.65259695,0.04349347,-0.28478786,-0.2171755,-0.07592237,-0.78566504,BLL
0,-0.012375461,0.52363205,-0.0126871085,0.60235834,-1.1543683,-0.4636594,-0.012725836,0.7401656,-0.92040694,0.04349347,-0.43981433,-0.121466115,-0.050624564,2.1258435,FSRQ
1,-0.0121353725,0.25146338,-0.012338828,-0.016154822,-0.28582177,-0.12757963,-0.01238049,0.20943934,-0.6553288,0.04349347,-0.17965852,-0.1281269,-0.07666618,-0.18723752,BLL
0,-0.0116295535,1.92678,-0.011651105,1.7630217,-0.509041,-0.24687842,-0.011662569,1.7931813,-0.6588224,0.04349347,-0.34523207,-0.057394244,-0.07271928,0.4278098,BCU
0,-0.0120840585,0.59168553,-0.012317838,0.6085844,-0.97054315,-0.40757936,-0.012332628,0.7673077,-0.87400746,0.04349347,-0.43981433,0.022395097,0.040925268,2.1708133,FSRQ
0,-0.012300597,1.096945,-0.012551989,0.25746253,0.5187801,-0.26769355,-0.012587307,-0.9187164,1.4749643,0.04349347,-0.15095305,-0.19768386,-0.07675681,0.5909855,BCU
0,-0.01074839,1.0805287,-0.010606939,1.0021375,-0.90478283,-0.29579252,-0.0105336495,1.1717825,-0.8843703,0.04349347,-0.3269111,0.2302809,-0.02235985,0.5137644,FSRQ
1,-0.011583555,0.39529717,-0.011596021,0.22301914,-0.37650943,0.057719275,-0.011599593,0.36505318,-0.59578377,0.04349347,0.07834098,0.046929922,-0.06762145,-0.029790431,FSRQ
0,-0.012268614,-0.39947277,-0.012543537,-0.25061536,-0.8709241,-0.29529274,-0.012577507,-0.08029106,-0.85666937,0.04349347,-0.25259894,-0.03210362,-0.08142495,-0.78566504,BLL
1,-0.010887614,1.1722876,-0.010363211,0.9701358,0.1914597,0.25260857,-0.010343536,0.95845926,-0.13808782,0.04349347,0.21446173,0.07815016,-0.028042706,0.89506483,BCU
1,-0.010179253,-0.961626,-0.00978215,-0.8568633,-0.7031322,0.5531711,-0.009725228,-0.6354184,-0.82990575,0.04349347,0.67678577,0.97414416,0.121317565,0.19511911,BLL
0,-0.0124456575,-1.6086564,-0.012771396,-1.2693889,-0.8118956,-0.28170434,-0.012818868,-1.1175874,-0.82077223,0.04349347,-0.23428282,-0.15129015,-0.07508811,0.07517112,BLL
1,-0.012441555,-1.7613503,-0.012763198,-1.8274798,0.036909223,0.07815458,-0.01281193,-1.5893462,-0.54991966,0.04349347,0.017467946,-0.21162578,-0.071261816,0.18216017,BLL
1,-0.011169898,1.8709056,-0.010461715,1.7893901,0.9775853,0.11545569,-0.01032046,1.6417487,1.0771153,0.04349347,0.12789054,-0.038118083,-0.046135068,1.6003886,BCU
0,-0.012431788,0.052476738,-0.012756892,0.2660604,-1.3181659,-0.36451325,-0.01280144,0.4280361,-0.9684576,0.04349347,-0.43981433,-0.17209573,-0.07898454,-0.78566504,FSRQ
0,-0.012450949,-1.3992244,-0.012778008,-1.2581499,-0.25181434,-0.25813994,-0.012825479,-1.2636943,0.11238499,0.04349347,-0.27218866,-0.22299923,-0.08078444,-0.78566504,BLL
