PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,spectrum_logparabola,spectrum_plsuperexpcutoff,spectrum_powerlaw
3.051125e-13,1.9372755,3.2483537e-13,1.8678677,0.05325039,3.119892,3.1810378e-13,1.8527303,0.04503522,0.6666667,3.3416448,2052.3428,31.595743,0.18387356,BLL,1,0,0
5.6414227e-13,2.4085689,6.25269e-13,2.375121,0.070477486,1.6881897,6.220367e-13,2.3201864,0.11095956,0.6666667,2.0169396,1284.8005,190.619,1.1155533,FSRQ,0,0,1
5.951607e-14,2.0472147,6.373702e-14,1.9798409,0.052721854,1.0771623,6.4341355e-14,1.9112353,0.088389434,0.6666667,1.6922088,627.39935,52.54453,0.6117055,BLL,0,0,1
3.5907953e-14,2.2469494,3.3900346e-14,2.253899,-0.034674793,0.86625624,3.5481156e-14,2.2707663,-0.01205745,0.6666667,0.0,724.1273,16.683542,0.27479112,BLL,0,0,1
4.0485337e-13,2.4034927,5.086349e-13,2.252766,0.22538473,3.9814138,4.9659143e-13,2.1467927,0.34526336,0.6666667,4.1642146,974.0415,17.17001,0.18983823,NoAGN,1,0,0
1.4325531e-12,2.50487,1.4226519e-12,2.5082178,-0.005818167,0.0,1.418598e-12,2.520355,-0.010774464,0.6666667,0.0,2190.0525,382.5402,1.0205487,FSRQ,0,0,1
2.9632738e-15,1.7533787,3.598148e-15,1.3830826,0.21218243,1.4323491,3.5539554e-15,1.1008552,0.43050388,0.6666667,2.0942323,139.44415,18.680258,0.24132691,BLL,0,0,1
8.125026e-15,1.7854987,8.160443e-15,1.7823448,0.0019853788,0.0,8.021422e-15,1.7981794,-0.0068261777,0.6666667,0.0,286.34006,20.825857,0.341527,BLL,0,0,1
7.0032305e-14,1.8159631,7.062561e-14,1.8103075,0.004561965,0.0,7.166529e-14,1.7837015,0.014459554,0.6666667,0.49331912,1234.1549,14.074612,0.024426628,BLL,0,0,1
2.0513334e-15,1.7711713,2.4273792e-15,1.6651797,0.101985075,1.1078076,2.4689524e-15,1.5311493,0.19903769,0.6666667,1.4431882,152.46405,19.413074,0.49737743,BLL,0,0,1
3.6152299e-13,2.6120253,3.3561267e-13,2.6158617,-0.048874725,0.7745733,3.5536602e-13,2.637976,-0.019826854,0.6666667,0.0,609.37897,18.789787,0.3476109,FSRQ,0,0,1
2.7688862e-14,2.0945938,3.5596092e-14,1.8831091,0.22238378,2.4798071,3.5133443e-14,1.7367189,0.3708425,0.6666667,2.7229004,217.86723,13.434649,0.0,BLL,1,0,0
6.826619e-13,1.8607405,7.5252266e-13,1.7179404,0.0845029,5.893423,7.1837046e-13,1.724117,0.0606917,0.6666667,5.8206086,2267.048,44.87391,0.18702859,BLL,1,0,0
