PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,spectrum_logparabola,spectrum_plsuperexpcutoff,spectrum_powerlaw
5.3787357e-13,2.6962037,8.6788633e-13,2.8307066,0.34571233,4.0577207,9.130689e-13,2.624457,0.8319553,0.6666667,4.181972,1083.6222,12.092233,0.0,NoAGN,1,0,0
7.813176e-13,2.6710553,1.237446e-12,2.9436326,0.32053894,5.6984553,1.2468474e-12,2.7291954,0.70743054,0.6666667,5.387575,1839.354,9.084359,0.0,UncAss,1,0,0
2.0762667e-13,2.6330483,2.1413119e-13,2.6099637,0.025403766,0.14081183,2.2114531e-13,2.545582,0.07778251,0.6666667,0.0,577.37665,14.407074,0.2144736,BCU,0,0,1
1.4342092e-13,2.5324779,1.5375993e-13,2.4780807,0.060213137,0.37686062,1.584374e-13,2.397375,0.1475881,0.6666667,0.0,555.6457,21.90564,0.3998374,BCU,0,0,1
3.7957568e-13,2.4599118,4.749687e-13,2.4258187,0.1910077,4.2852106,4.718091e-13,2.2920027,0.3449306,0.6666667,4.3321557,1536.5029,16.216228,0.17396246,UncAss,1,0,0
1.2577556e-13,2.6432045,1.3130707e-13,2.6335385,0.032375354,0.1385076,1.3503044e-13,2.560512,0.08951056,0.6666667,0.0,388.27347,18.386646,0.58982885,UncAss,0,0,1
1.4340716e-12,2.4249687,1.8390769e-12,2.1947858,0.31524965,7.9577975,1.779446e-12,2.1140509,0.46055916,0.6666667,8.104441,2495.861,11.972379,0.0,NoAGN,0,1,0
1.9440124e-14,2.233015,2.8131435e-14,2.3334625,0.30269188,2.3696053,2.973703e-14,2.3189232,0.92823386,0.6666667,2.1855266,245.06125,11.482268,0.0,UncAss,1,0,0
3.5247594e-13,2.5946157,4.210882e-13,2.5847178,0.13086095,1.5998144,3.9352037e-13,2.5283616,0.12059948,0.6666667,0.6614917,895.7856,15.409995,0.20090945,UncAss,0,0,1
5.100078e-14,2.2932866,7.0294356e-14,2.193573,0.30412734,3.132478,7.073027e-14,2.0157485,0.591293,0.6666667,3.218693,359.90976,5.764448,0.0,BCU,1,0,0
3.1848263e-15,1.9620392,4.541485e-15,1.6256934,0.3047768,1.941614,4.5890703e-15,1.3305026,0.6671337,0.6666667,2.32264,178.01288,15.062558,0.32354286,UncAss,0,0,1
1.6925549e-13,2.3665333,2.3096453e-13,2.2482917,0.33496383,3.774187,2.2865097e-13,2.1056447,0.5999199,0.6666667,3.8211386,676.1385,17.99668,0.25422502,UncAss,1,0,0
2.8462575e-12,2.346476,3.7472074e-12,2.2967556,0.24728091,12.491604,3.6393215e-12,2.210571,0.36446443,0.6666667,12.385462,5442.5444,9.79261,0.0,NoAGN,0,1,0
1.0164537e-12,2.604836,1.6912044e-12,2.879094,0.38751328,6.9512215,1.7457419e-12,2.716657,0.94106275,0.6666667,6.850985,2613.1787,8.748616,0.0,UncAss,1,0,0
3.0697435e-15,1.866222,2.8320587e-15,1.8916068,-0.0364872,0.584532,2.9258237e-15,1.9163804,-0.028122168,0.6666667,0.0,239.20222,20.883446,0.580308,BCU,0,0,1
2.9171587e-13,2.4911919,3.7686255e-13,2.3747938,0.22332178,2.3025384,3.7114197e-13,2.2573924,0.36615768,0.6666667,2.2432554,525.2903,4.8693027,0.0,UncAss,1,0,0
2.5763698e-13,2.4476752,3.1869516e-13,2.4774146,0.18008691,3.8695736,3.2062216e-13,2.3482218,0.3586621,0.6666667,3.7310348,1479.8923,11.802807,0.0,UncAss,1,0,0
6.2863365e-13,2.7016277,7.6173773e-13,2.804483,0.19673021,1.1607498,7.987113e-13,2.7514515,0.5627367,0.6666667,0.9797831,669.6287,11.200021,0.0,UncAss,0,0,1
2.0847116e-14,2.2736835,2.041008e-14,2.2872705,-0.014314705,0.0,2.102411e-14,2.2626078,0.00677086,0.6666667,0.0,421.42014,11.42738,0.0,NoAGN,0,0,1
